Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
72572,NexGen Systems,Social Media,Men 18-24,60 days,Email,0.04,"$7,548.00",4.9,New York,German,249,3057,4,Foodies,2021-10-29
72573,NexGen Systems,Search,Women 35-44,60 days,YouTube,0.02,"$12,891.00",7.55,Los Angeles,French,680,5771,7,Outdoor Adventurers,2021-10-30
72574,DataTech Solutions,Email,Women 25-34,30 days,Instagram,0.07,"$15,157.00",7.02,Chicago,Mandarin,339,5102,7,Outdoor Adventurers,2021-10-31
72575,DataTech Solutions,Social Media,All Ages,45 days,Google Ads,0.04,"$5,612.00",4.45,Miami,English,272,5073,3,Outdoor Adventurers,2021-11-01
72576,NexGen Systems,Display,All Ages,15 days,Google Ads,0.06,"$14,509.00",7.02,New York,English,831,2429,4,Health & Wellness,2021-11-02
72577,DataTech Solutions,Email,Men 18-24,15 days,Instagram,0.1,"$12,665.00",3.97,Los Angeles,German,741,4857,7,Health & Wellness,2021-11-03
72578,TechCorp,Influencer,Women 35-44,15 days,Email,0.06,"$10,934.00",4.63,New York,German,463,9486,9,Health & Wellness,2021-11-04
72579,NexGen Systems,Email,Men 25-34,15 days,Facebook,0.04,"$19,000.00",7.14,New York,French,885,5161,1,Tech Enthusiasts,2021-11-05
72580,Alpha Innovations,Influencer,Women 35-44,15 days,Facebook,0.12,"$9,753.00",7.9,New York,English,573,2327,4,Fashionistas,2021-11-06
72581,TechCorp,Display,Women 35-44,15 days,Instagram,0.03,"$5,315.00",5.35,Miami,German,174,7280,10,Tech Enthusiasts,2021-11-07
72582,NexGen Systems,Social Media,Men 25-34,45 days,Google Ads,0.09,"$18,312.00",6.11,Los Angeles,English,739,5826,6,Foodies,2021-11-08
72583,Alpha Innovations,Social Media,Women 35-44,30 days,Email,0.02,"$18,206.00",2.7,Miami,German,194,2982,10,Outdoor Adventurers,2021-11-09
72584,DataTech Solutions,Influencer,Women 35-44,15 days,Google Ads,0.15,"$12,479.00",7.44,Los Angeles,French,567,7560,4,Health & Wellness,2021-11-10
72585,TechCorp,Display,All Ages,60 days,Website,0.02,"$18,259.00",4.12,Miami,English,183,6282,1,Fashionistas,2021-11-11
72586,DataTech Solutions,Social Media,Women 25-34,45 days,YouTube,0.02,"$13,869.00",4.44,Chicago,French,619,6509,7,Health & Wellness,2021-11-12
72587,Alpha Innovations,Search,Men 18-24,45 days,Google Ads,0.07,"$17,703.00",5.81,Chicago,Spanish,613,2780,1,Tech Enthusiasts,2021-11-13
72588,Alpha Innovations,Email,Women 35-44,15 days,Instagram,0.11,"$5,064.00",5.84,Chicago,French,570,8482,2,Tech Enthusiasts,2021-11-14
72589,DataTech Solutions,Display,Women 35-44,45 days,YouTube,0.04,"$18,137.00",7.05,New York,German,846,1360,6,Tech Enthusiasts,2021-11-15
72590,DataTech Solutions,Social Media,Men 25-34,15 days,Email,0.13,"$16,445.00",4.89,Houston,French,479,1404,8,Outdoor Adventurers,2021-11-16
72591,TechCorp,Display,Men 18-24,30 days,Website,0.11,"$18,550.00",7.43,Houston,English,587,4084,8,Fashionistas,2021-11-17
72592,Alpha Innovations,Search,Men 18-24,45 days,Website,0.03,"$16,799.00",5.49,New York,Mandarin,102,6212,4,Health & Wellness,2021-11-18
72593,Alpha Innovations,Display,Men 25-34,60 days,YouTube,0.1,"$14,082.00",7.34,Houston,English,806,3371,5,Foodies,2021-11-19
72594,Innovate Industries,Display,Women 35-44,30 days,Instagram,0.1,"$13,878.00",7.49,New York,German,432,6370,4,Foodies,2021-11-20
72595,DataTech Solutions,Search,Men 25-34,60 days,Instagram,0.02,"$13,766.00",4.13,Chicago,Spanish,977,6430,9,Tech Enthusiasts,2021-11-21
72596,Alpha Innovations,Display,Men 18-24,60 days,YouTube,0.11,"$15,885.00",3.16,Miami,French,119,4288,5,Outdoor Adventurers,2021-11-22
72597,TechCorp,Influencer,Men 25-34,15 days,YouTube,0.02,"$11,668.00",3.26,New York,Mandarin,163,8826,4,Health & Wellness,2021-11-23
72598,NexGen Systems,Email,Men 25-34,15 days,Google Ads,0.06,"$15,817.00",4.53,Los Angeles,French,291,5947,1,Fashionistas,2021-11-24
72599,Innovate Industries,Social Media,All Ages,30 days,Facebook,0.11,"$5,955.00",4.01,Los Angeles,English,231,3484,1,Health & Wellness,2021-11-25
72600,NexGen Systems,Display,All Ages,30 days,Facebook,0.07,"$12,563.00",6.14,Los Angeles,Mandarin,954,1185,5,Health & Wellness,2021-11-26
72601,Alpha Innovations,Influencer,Men 18-24,60 days,Email,0.07,"$7,097.00",7.63,Houston,Mandarin,311,9148,6,Tech Enthusiasts,2021-11-27
72602,DataTech Solutions,Influencer,Women 25-34,30 days,Instagram,0.03,"$6,431.00",2.67,New York,Mandarin,448,8485,5,Foodies,2021-11-28
72603,NexGen Systems,Social Media,Women 35-44,15 days,Instagram,0.15,"$9,421.00",2.69,Chicago,German,169,8537,9,Health & Wellness,2021-11-29
72604,Innovate Industries,Influencer,Women 25-34,45 days,Email,0.02,"$12,376.00",2.21,Los Angeles,English,161,3542,7,Tech Enthusiasts,2021-11-30
72605,Innovate Industries,Search,Men 18-24,15 days,Instagram,0.05,"$6,354.00",3.41,Los Angeles,Mandarin,874,2178,6,Fashionistas,2021-12-01
72606,DataTech Solutions,Email,Men 18-24,45 days,Instagram,0.12,"$13,114.00",6.47,Los Angeles,French,902,2223,8,Foodies,2021-12-02
72607,NexGen Systems,Social Media,Men 25-34,45 days,Instagram,0.07,"$8,700.00",3.96,Chicago,Spanish,609,4159,7,Health & Wellness,2021-12-03
72608,DataTech Solutions,Influencer,All Ages,60 days,YouTube,0.1,"$12,095.00",3.39,Miami,Mandarin,736,6235,6,Tech Enthusiasts,2021-12-04
72609,DataTech Solutions,Email,Men 18-24,30 days,Email,0.02,"$6,576.00",6.14,New York,English,819,2428,5,Health & Wellness,2021-12-05
72610,TechCorp,Display,All Ages,45 days,YouTube,0.01,"$5,339.00",5.97,Houston,German,886,6477,3,Health & Wellness,2021-12-06
72611,DataTech Solutions,Search,Men 18-24,45 days,Google Ads,0.1,"$19,489.00",2.39,Chicago,Mandarin,368,1602,3,Foodies,2021-12-07
72612,Innovate Industries,Display,Men 25-34,15 days,Email,0.09,"$15,035.00",5.37,Los Angeles,German,511,6301,9,Tech Enthusiasts,2021-12-08
72613,Alpha Innovations,Email,All Ages,15 days,Facebook,0.13,"$9,664.00",3.38,Los Angeles,Mandarin,616,8868,7,Health & Wellness,2021-12-09
72614,DataTech Solutions,Email,Men 18-24,15 days,Email,0.13,"$17,450.00",3.46,Los Angeles,German,593,5678,3,Tech Enthusiasts,2021-12-10
72615,TechCorp,Search,Men 25-34,30 days,YouTube,0.06,"$12,706.00",7.0,Los Angeles,German,465,8778,4,Fashionistas,2021-12-11
72616,NexGen Systems,Email,Men 18-24,45 days,Instagram,0.12,"$7,819.00",2.03,Los Angeles,Mandarin,542,8262,6,Health & Wellness,2021-12-12
72617,Alpha Innovations,Email,All Ages,30 days,Instagram,0.03,"$17,761.00",7.1,Los Angeles,German,164,8488,10,Fashionistas,2021-12-13
72618,Alpha Innovations,Influencer,Women 25-34,30 days,Facebook,0.11,"$8,228.00",6.77,Chicago,Spanish,713,2464,1,Tech Enthusiasts,2021-12-14
72619,DataTech Solutions,Search,Women 25-34,15 days,Facebook,0.14,"$17,579.00",3.12,New York,Spanish,226,2596,2,Foodies,2021-12-15
72620,TechCorp,Search,Women 25-34,45 days,Website,0.02,"$10,980.00",7.64,New York,German,768,9206,9,Health & Wellness,2021-12-16
72621,TechCorp,Email,Women 35-44,60 days,Website,0.05,"$6,137.00",7.92,Houston,English,848,5222,1,Tech Enthusiasts,2021-12-17
72622,NexGen Systems,Influencer,Men 18-24,60 days,Website,0.05,"$18,040.00",6.89,Los Angeles,Mandarin,931,3849,10,Health & Wellness,2021-12-18
72623,Alpha Innovations,Email,Men 25-34,30 days,Facebook,0.09,"$9,019.00",5.36,Miami,English,937,5753,1,Foodies,2021-12-19
72624,Alpha Innovations,Influencer,Women 35-44,30 days,Website,0.15,"$10,830.00",6.98,Chicago,Spanish,839,6215,8,Foodies,2021-12-20
72625,Innovate Industries,Influencer,Men 25-34,30 days,Email,0.14,"$6,891.00",2.8,Houston,French,326,1774,8,Health & Wellness,2021-12-21
72626,DataTech Solutions,Social Media,Women 35-44,15 days,Instagram,0.06,"$5,284.00",2.84,New York,Spanish,135,3886,10,Outdoor Adventurers,2021-12-22
72627,Innovate Industries,Search,Women 25-34,45 days,Instagram,0.12,"$6,094.00",5.18,Los Angeles,German,254,6127,8,Outdoor Adventurers,2021-12-23
72628,NexGen Systems,Display,Men 25-34,45 days,Email,0.05,"$8,113.00",2.42,New York,French,263,5834,5,Outdoor Adventurers,2021-12-24
72629,Innovate Industries,Display,All Ages,60 days,Instagram,0.04,"$13,741.00",7.44,Los Angeles,English,714,2192,7,Fashionistas,2021-12-25
72630,TechCorp,Search,Women 25-34,15 days,Instagram,0.11,"$12,278.00",6.09,Miami,English,236,5795,1,Health & Wellness,2021-12-26
72631,NexGen Systems,Social Media,All Ages,60 days,Instagram,0.13,"$19,854.00",7.41,New York,French,539,4171,5,Foodies,2021-12-27
72632,NexGen Systems,Email,Men 18-24,30 days,Email,0.12,"$18,047.00",6.8,Houston,Spanish,858,3944,7,Outdoor Adventurers,2021-12-28
72633,NexGen Systems,Display,Men 25-34,30 days,Email,0.13,"$5,787.00",6.39,Chicago,French,176,3412,4,Tech Enthusiasts,2021-12-29
72634,NexGen Systems,Email,All Ages,30 days,Website,0.13,"$14,899.00",7.88,Los Angeles,German,741,8826,7,Fashionistas,2021-12-30
72635,DataTech Solutions,Influencer,Women 25-34,45 days,Google Ads,0.04,"$13,958.00",7.49,New York,German,977,1882,7,Tech Enthusiasts,2021-12-31
72636,TechCorp,Influencer,Men 18-24,60 days,Facebook,0.01,"$16,626.00",3.61,Houston,English,898,4520,1,Foodies,2021-01-01
72637,Innovate Industries,Social Media,Men 25-34,15 days,Google Ads,0.08,"$15,585.00",2.59,Houston,Spanish,741,5930,2,Outdoor Adventurers,2021-01-02
72638,Innovate Industries,Influencer,All Ages,60 days,Instagram,0.13,"$10,960.00",6.05,Los Angeles,Spanish,558,6763,9,Tech Enthusiasts,2021-01-03
72639,DataTech Solutions,Email,All Ages,15 days,Google Ads,0.11,"$19,711.00",6.5,New York,French,736,1080,4,Tech Enthusiasts,2021-01-04
72640,Innovate Industries,Display,Men 18-24,15 days,Google Ads,0.07,"$10,845.00",2.68,New York,Spanish,570,6433,1,Health & Wellness,2021-01-05
72641,TechCorp,Email,Men 18-24,60 days,Google Ads,0.13,"$7,862.00",5.18,New York,Mandarin,944,2489,4,Fashionistas,2021-01-06
72642,DataTech Solutions,Email,All Ages,15 days,Instagram,0.14,"$16,231.00",3.49,Chicago,Spanish,378,4092,3,Tech Enthusiasts,2021-01-07
72643,DataTech Solutions,Social Media,Women 25-34,60 days,Instagram,0.07,"$19,457.00",5.13,Chicago,Mandarin,143,1789,7,Outdoor Adventurers,2021-01-08
72644,DataTech Solutions,Influencer,Men 25-34,30 days,YouTube,0.07,"$7,316.00",3.27,Chicago,German,954,3856,1,Foodies,2021-01-09
72645,Innovate Industries,Social Media,Men 18-24,30 days,Facebook,0.15,"$11,381.00",5.39,Miami,French,646,8617,9,Tech Enthusiasts,2021-01-10
72646,TechCorp,Display,Women 35-44,30 days,YouTube,0.06,"$14,828.00",5.43,Houston,German,774,3292,9,Fashionistas,2021-01-11
72647,Innovate Industries,Email,All Ages,30 days,YouTube,0.11,"$13,614.00",5.12,Houston,Mandarin,712,5828,7,Tech Enthusiasts,2021-01-12
72648,DataTech Solutions,Search,Women 25-34,15 days,YouTube,0.15,"$5,333.00",3.43,Miami,English,865,9032,6,Fashionistas,2021-01-13
72649,DataTech Solutions,Search,All Ages,15 days,Website,0.11,"$12,343.00",7.59,Chicago,English,290,4260,4,Tech Enthusiasts,2021-01-14
72650,TechCorp,Influencer,Men 18-24,60 days,Instagram,0.09,"$5,760.00",2.33,New York,German,510,9863,4,Foodies,2021-01-15
72651,NexGen Systems,Display,Women 35-44,60 days,Email,0.06,"$17,903.00",4.72,New York,English,445,7957,2,Outdoor Adventurers,2021-01-16
72652,NexGen Systems,Search,Men 18-24,30 days,Google Ads,0.1,"$19,705.00",5.01,Chicago,French,682,4214,4,Foodies,2021-01-17
72653,Alpha Innovations,Social Media,Men 18-24,45 days,Website,0.08,"$18,932.00",4.76,Los Angeles,Spanish,956,4175,5,Tech Enthusiasts,2021-01-18
72654,Alpha Innovations,Display,Men 18-24,45 days,Instagram,0.07,"$9,416.00",4.54,Miami,Mandarin,438,2642,6,Outdoor Adventurers,2021-01-19
72655,NexGen Systems,Display,Women 25-34,15 days,Instagram,0.05,"$10,999.00",4.06,Chicago,French,784,8364,4,Tech Enthusiasts,2021-01-20
72656,TechCorp,Influencer,Men 18-24,30 days,Website,0.09,"$14,107.00",2.99,Los Angeles,French,215,5303,2,Health & Wellness,2021-01-21
72657,Alpha Innovations,Display,Men 25-34,15 days,Instagram,0.11,"$11,740.00",7.19,Chicago,Spanish,238,5153,2,Tech Enthusiasts,2021-01-22
72658,TechCorp,Display,All Ages,45 days,Facebook,0.07,"$15,066.00",4.56,Miami,French,491,2206,7,Outdoor Adventurers,2021-01-23
72659,Innovate Industries,Search,Men 25-34,60 days,Instagram,0.03,"$19,856.00",3.28,New York,Mandarin,164,9832,3,Tech Enthusiasts,2021-01-24
72660,TechCorp,Display,Men 18-24,60 days,Email,0.1,"$15,977.00",5.82,Miami,Mandarin,791,2861,3,Foodies,2021-01-25
72661,DataTech Solutions,Search,Women 25-34,60 days,Email,0.05,"$11,005.00",6.02,Los Angeles,Spanish,955,5052,9,Tech Enthusiasts,2021-01-26
72662,TechCorp,Social Media,Men 25-34,60 days,Website,0.09,"$19,776.00",3.76,Los Angeles,Mandarin,507,8911,9,Fashionistas,2021-01-27
72663,TechCorp,Search,All Ages,30 days,YouTube,0.14,"$5,473.00",2.44,Chicago,German,924,9452,2,Tech Enthusiasts,2021-01-28
72664,NexGen Systems,Email,Men 25-34,15 days,Facebook,0.06,"$8,287.00",8.0,Chicago,German,932,1985,2,Outdoor Adventurers,2021-01-29
72665,TechCorp,Influencer,Men 18-24,30 days,Google Ads,0.15,"$13,500.00",2.99,Miami,French,825,9833,1,Health & Wellness,2021-01-30
72666,NexGen Systems,Display,Men 18-24,30 days,YouTube,0.13,"$14,253.00",6.73,Miami,Mandarin,650,2362,2,Foodies,2021-01-31
72667,Alpha Innovations,Search,Men 25-34,15 days,Email,0.13,"$14,813.00",3.51,New York,English,746,4926,3,Tech Enthusiasts,2021-02-01
72668,Alpha Innovations,Social Media,Women 25-34,45 days,Google Ads,0.12,"$7,760.00",3.44,Chicago,German,912,7429,9,Foodies,2021-02-02
72669,NexGen Systems,Display,Men 25-34,30 days,Instagram,0.14,"$11,291.00",2.08,Houston,Spanish,304,8112,6,Health & Wellness,2021-02-03
72670,Innovate Industries,Influencer,All Ages,45 days,Instagram,0.12,"$13,062.00",3.35,Chicago,Mandarin,168,5391,1,Foodies,2021-02-04
72671,DataTech Solutions,Search,Women 35-44,15 days,Instagram,0.1,"$7,459.00",6.04,Chicago,German,835,9463,5,Health & Wellness,2021-02-05
72672,DataTech Solutions,Influencer,Women 25-34,60 days,YouTube,0.09,"$16,105.00",2.41,Los Angeles,German,345,7345,3,Outdoor Adventurers,2021-02-06
72673,DataTech Solutions,Search,All Ages,15 days,YouTube,0.04,"$14,578.00",5.32,Los Angeles,English,662,2977,9,Health & Wellness,2021-02-07
72674,TechCorp,Display,Men 25-34,15 days,Google Ads,0.11,"$7,842.00",7.33,Houston,Spanish,275,8693,9,Foodies,2021-02-08
72675,DataTech Solutions,Email,Men 18-24,15 days,Website,0.12,"$12,380.00",7.71,New York,English,246,2395,3,Health & Wellness,2021-02-09
72676,DataTech Solutions,Influencer,Men 18-24,45 days,Email,0.1,"$11,601.00",4.38,Los Angeles,English,490,9870,3,Tech Enthusiasts,2021-02-10
72677,Alpha Innovations,Email,Men 25-34,60 days,Google Ads,0.13,"$7,974.00",6.47,Chicago,German,935,6696,7,Tech Enthusiasts,2021-02-11
72678,NexGen Systems,Influencer,Men 25-34,30 days,Email,0.13,"$5,477.00",4.65,Chicago,German,703,3504,8,Foodies,2021-02-12
72679,TechCorp,Influencer,Women 35-44,60 days,Website,0.09,"$6,565.00",2.55,Los Angeles,German,584,5358,1,Foodies,2021-02-13
72680,Innovate Industries,Influencer,All Ages,60 days,Instagram,0.13,"$16,432.00",5.88,Houston,English,439,7532,2,Outdoor Adventurers,2021-02-14
72681,Alpha Innovations,Display,Women 35-44,60 days,Email,0.15,"$13,489.00",2.52,Houston,English,422,3205,1,Health & Wellness,2021-02-15
72682,DataTech Solutions,Search,Men 25-34,60 days,Website,0.12,"$7,630.00",6.3,Houston,Spanish,491,2300,5,Outdoor Adventurers,2021-02-16
72683,Alpha Innovations,Email,Men 18-24,15 days,YouTube,0.02,"$12,872.00",7.69,Chicago,French,800,2435,8,Foodies,2021-02-17
72684,Alpha Innovations,Social Media,Women 35-44,15 days,YouTube,0.11,"$5,196.00",2.63,New York,Spanish,954,1894,4,Tech Enthusiasts,2021-02-18
72685,NexGen Systems,Display,Women 35-44,30 days,YouTube,0.12,"$8,379.00",3.44,Miami,German,581,1639,4,Foodies,2021-02-19
72686,DataTech Solutions,Search,Men 18-24,15 days,YouTube,0.13,"$12,094.00",5.01,New York,Spanish,834,3963,8,Fashionistas,2021-02-20
72687,Innovate Industries,Display,Women 35-44,45 days,Instagram,0.07,"$6,106.00",2.47,Chicago,Spanish,160,7292,6,Tech Enthusiasts,2021-02-21
72688,TechCorp,Email,Women 35-44,60 days,Instagram,0.07,"$14,609.00",5.2,Miami,Spanish,460,6863,4,Fashionistas,2021-02-22
72689,TechCorp,Search,Men 25-34,45 days,Facebook,0.08,"$17,236.00",6.83,Miami,German,608,6549,7,Tech Enthusiasts,2021-02-23
72690,NexGen Systems,Display,Men 25-34,15 days,Website,0.03,"$9,431.00",7.9,New York,English,259,7581,1,Foodies,2021-02-24
72691,NexGen Systems,Email,Women 25-34,60 days,Facebook,0.03,"$10,021.00",2.81,Los Angeles,Mandarin,211,5463,4,Tech Enthusiasts,2021-02-25
72692,TechCorp,Email,Men 18-24,30 days,Email,0.03,"$13,318.00",2.61,Chicago,English,212,3929,3,Fashionistas,2021-02-26
72693,NexGen Systems,Display,Men 18-24,45 days,Google Ads,0.13,"$13,741.00",6.4,Chicago,Mandarin,903,3488,8,Outdoor Adventurers,2021-02-27
72694,Alpha Innovations,Email,Women 35-44,15 days,Email,0.14,"$18,626.00",6.2,Miami,Mandarin,806,6786,10,Tech Enthusiasts,2021-02-28
72695,NexGen Systems,Social Media,Men 25-34,30 days,Website,0.05,"$10,946.00",7.38,Houston,French,399,8218,6,Outdoor Adventurers,2021-03-01
72696,NexGen Systems,Influencer,Men 25-34,60 days,Facebook,0.13,"$13,641.00",6.2,New York,German,131,4078,4,Outdoor Adventurers,2021-03-02
72697,Alpha Innovations,Email,All Ages,15 days,Website,0.14,"$19,008.00",3.06,Miami,English,574,3241,6,Fashionistas,2021-03-03
72698,TechCorp,Influencer,Men 18-24,15 days,Email,0.07,"$19,736.00",7.05,New York,Spanish,267,5721,10,Tech Enthusiasts,2021-03-04
72699,NexGen Systems,Display,Women 35-44,15 days,Website,0.13,"$7,526.00",6.33,Los Angeles,Mandarin,577,5042,1,Outdoor Adventurers,2021-03-05
72700,Innovate Industries,Social Media,All Ages,60 days,Facebook,0.03,"$10,925.00",2.88,New York,German,578,9623,3,Health & Wellness,2021-03-06
72701,Innovate Industries,Email,Women 25-34,60 days,Facebook,0.02,"$9,847.00",7.19,Los Angeles,Mandarin,984,6233,2,Tech Enthusiasts,2021-03-07
72702,Alpha Innovations,Influencer,Women 25-34,15 days,Email,0.01,"$8,068.00",3.47,Houston,Spanish,739,2639,3,Health & Wellness,2021-03-08
72703,TechCorp,Social Media,All Ages,60 days,Email,0.13,"$10,133.00",6.35,New York,German,736,8111,5,Foodies,2021-03-09
72704,TechCorp,Search,Women 35-44,30 days,YouTube,0.02,"$15,703.00",7.6,Chicago,German,440,4026,10,Tech Enthusiasts,2021-03-10
72705,NexGen Systems,Email,All Ages,60 days,Website,0.15,"$13,716.00",5.07,Houston,German,577,5347,6,Fashionistas,2021-03-11
72706,Innovate Industries,Display,Women 25-34,60 days,Facebook,0.04,"$13,772.00",5.97,Chicago,Spanish,443,4748,4,Outdoor Adventurers,2021-03-12
72707,Alpha Innovations,Social Media,All Ages,60 days,YouTube,0.02,"$8,471.00",4.21,New York,Mandarin,967,9934,6,Fashionistas,2021-03-13
72708,NexGen Systems,Display,Men 18-24,30 days,YouTube,0.12,"$13,752.00",6.14,Chicago,German,422,9943,5,Health & Wellness,2021-03-14
72709,Innovate Industries,Email,Women 35-44,30 days,Email,0.06,"$7,395.00",5.06,Miami,Spanish,875,7469,5,Outdoor Adventurers,2021-03-15
72710,NexGen Systems,Influencer,Men 18-24,45 days,Instagram,0.1,"$14,984.00",2.97,Los Angeles,French,747,4411,3,Tech Enthusiasts,2021-03-16
72711,TechCorp,Influencer,All Ages,45 days,Email,0.13,"$11,606.00",4.01,Houston,Spanish,916,8648,3,Foodies,2021-03-17
72712,DataTech Solutions,Email,All Ages,45 days,Instagram,0.05,"$19,349.00",4.0,Los Angeles,French,365,7090,5,Outdoor Adventurers,2021-03-18
72713,TechCorp,Email,Men 18-24,60 days,Google Ads,0.14,"$5,823.00",4.66,Chicago,Spanish,761,8998,10,Fashionistas,2021-03-19
72714,DataTech Solutions,Influencer,All Ages,45 days,Website,0.1,"$9,188.00",2.53,Houston,German,848,2245,6,Foodies,2021-03-20
72715,Alpha Innovations,Search,Men 18-24,15 days,Website,0.11,"$12,979.00",4.84,Miami,German,982,1669,8,Fashionistas,2021-03-21
72716,Alpha Innovations,Search,Women 35-44,60 days,Instagram,0.13,"$7,692.00",4.88,Chicago,French,365,4475,5,Health & Wellness,2021-03-22
72717,Alpha Innovations,Social Media,Women 25-34,30 days,Website,0.05,"$6,495.00",6.93,Houston,German,505,5326,8,Foodies,2021-03-23
72718,DataTech Solutions,Influencer,Women 25-34,45 days,Email,0.13,"$11,488.00",3.21,Chicago,German,531,1830,6,Fashionistas,2021-03-24
72719,NexGen Systems,Social Media,Men 25-34,60 days,Facebook,0.15,"$5,855.00",3.0,Houston,English,727,5189,7,Tech Enthusiasts,2021-03-25
72720,NexGen Systems,Social Media,All Ages,30 days,Google Ads,0.14,"$12,867.00",5.97,Miami,Mandarin,624,1746,10,Tech Enthusiasts,2021-03-26
72721,TechCorp,Display,Women 25-34,45 days,Email,0.08,"$18,940.00",4.24,Houston,English,768,9391,5,Outdoor Adventurers,2021-03-27
72722,TechCorp,Email,Men 25-34,30 days,Website,0.02,"$12,239.00",4.54,Miami,French,490,1427,5,Tech Enthusiasts,2021-03-28
72723,Innovate Industries,Email,Women 25-34,30 days,Instagram,0.15,"$12,928.00",3.2,Chicago,Spanish,373,6070,10,Foodies,2021-03-29
72724,Alpha Innovations,Display,Women 25-34,60 days,Email,0.12,"$17,309.00",7.28,New York,Spanish,628,3433,10,Foodies,2021-03-30
72725,NexGen Systems,Social Media,Women 35-44,60 days,Facebook,0.09,"$9,288.00",4.18,Miami,French,754,2300,4,Outdoor Adventurers,2021-03-31
72726,NexGen Systems,Social Media,Men 18-24,30 days,Website,0.1,"$14,363.00",5.37,New York,Mandarin,714,3139,8,Outdoor Adventurers,2021-04-01
72727,Innovate Industries,Search,All Ages,60 days,Facebook,0.07,"$6,448.00",6.63,New York,Spanish,209,1896,10,Foodies,2021-04-02
72728,TechCorp,Search,Men 25-34,60 days,Facebook,0.06,"$15,719.00",4.54,Miami,French,224,5345,10,Fashionistas,2021-04-03
72729,TechCorp,Social Media,All Ages,15 days,YouTube,0.11,"$10,927.00",3.38,Chicago,French,688,4254,2,Outdoor Adventurers,2021-04-04
72730,NexGen Systems,Influencer,All Ages,45 days,Google Ads,0.01,"$6,387.00",2.64,Houston,Spanish,242,3674,8,Fashionistas,2021-04-05
72731,TechCorp,Search,All Ages,45 days,YouTube,0.11,"$15,469.00",3.3,Los Angeles,German,587,7212,4,Tech Enthusiasts,2021-04-06
72732,TechCorp,Search,Women 25-34,60 days,Instagram,0.05,"$11,114.00",5.11,Miami,German,318,2491,5,Tech Enthusiasts,2021-04-07
72733,DataTech Solutions,Display,Women 25-34,30 days,YouTube,0.06,"$17,604.00",4.08,New York,English,709,9130,1,Tech Enthusiasts,2021-04-08
72734,Alpha Innovations,Search,Men 18-24,45 days,Instagram,0.12,"$7,506.00",6.94,Miami,Spanish,831,1004,4,Fashionistas,2021-04-09
72735,DataTech Solutions,Display,Men 18-24,30 days,Google Ads,0.06,"$8,540.00",6.76,New York,German,757,5110,8,Foodies,2021-04-10
72736,Alpha Innovations,Social Media,Women 35-44,15 days,YouTube,0.08,"$18,309.00",7.3,Los Angeles,French,130,9149,8,Fashionistas,2021-04-11
72737,NexGen Systems,Social Media,Men 18-24,60 days,Instagram,0.04,"$15,598.00",5.74,New York,German,742,7681,8,Foodies,2021-04-12
72738,Innovate Industries,Email,Women 35-44,60 days,Instagram,0.05,"$16,569.00",2.28,Houston,Spanish,691,4357,9,Fashionistas,2021-04-13
72739,Alpha Innovations,Social Media,All Ages,45 days,YouTube,0.02,"$7,455.00",5.04,Houston,English,199,2824,8,Health & Wellness,2021-04-14
72740,TechCorp,Email,Women 35-44,15 days,Website,0.02,"$7,555.00",6.4,New York,French,985,9189,6,Tech Enthusiasts,2021-04-15
72741,DataTech Solutions,Influencer,Women 35-44,15 days,Email,0.15,"$7,692.00",5.38,Chicago,Mandarin,266,5988,9,Foodies,2021-04-16
72742,Innovate Industries,Display,Women 25-34,15 days,Website,0.13,"$12,401.00",7.86,Chicago,English,329,4536,1,Outdoor Adventurers,2021-04-17
72743,DataTech Solutions,Display,Men 18-24,15 days,Instagram,0.04,"$13,126.00",5.06,Houston,French,283,5023,2,Outdoor Adventurers,2021-04-18
72744,DataTech Solutions,Search,All Ages,30 days,Email,0.01,"$10,332.00",3.73,Miami,Spanish,778,6573,8,Foodies,2021-04-19
72745,NexGen Systems,Search,Women 25-34,45 days,Email,0.11,"$5,138.00",5.41,New York,English,892,4878,5,Fashionistas,2021-04-20
72746,TechCorp,Search,Women 35-44,60 days,Email,0.1,"$14,016.00",5.68,Chicago,English,522,3285,1,Fashionistas,2021-04-21
72747,TechCorp,Email,Men 18-24,15 days,Email,0.14,"$15,385.00",5.19,Miami,German,380,5144,2,Tech Enthusiasts,2021-04-22
72748,Innovate Industries,Display,Women 25-34,60 days,Facebook,0.11,"$12,780.00",6.55,New York,Spanish,166,6783,5,Fashionistas,2021-04-23
72749,TechCorp,Email,Men 25-34,45 days,YouTube,0.08,"$18,292.00",4.47,Chicago,German,251,6316,3,Outdoor Adventurers,2021-04-24
72750,DataTech Solutions,Influencer,All Ages,15 days,Website,0.1,"$17,459.00",3.24,Miami,English,889,1900,5,Tech Enthusiasts,2021-04-25
72751,Alpha Innovations,Search,Women 25-34,15 days,Website,0.03,"$7,906.00",3.14,Los Angeles,French,681,7282,7,Outdoor Adventurers,2021-04-26
72752,TechCorp,Display,All Ages,15 days,Instagram,0.05,"$8,202.00",4.13,Miami,French,738,7899,5,Foodies,2021-04-27
72753,TechCorp,Email,All Ages,45 days,Facebook,0.13,"$6,658.00",2.55,Los Angeles,French,238,1252,1,Tech Enthusiasts,2021-04-28
