Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
191762,NexGen Systems,Influencer,Men 18-24,30 days,Facebook,0.12,"$12,905.00",7.96,Los Angeles,English,998,4283,2,Health & Wellness,2021-05-17
191763,TechCorp,Display,Men 18-24,15 days,YouTube,0.08,"$6,449.00",4.88,Chicago,English,551,5866,7,Foodies,2021-05-18
191764,NexGen Systems,Influencer,Women 25-34,45 days,Instagram,0.01,"$5,487.00",2.95,Chicago,Mandarin,328,2168,10,Foodies,2021-05-19
191765,DataTech Solutions,Search,Men 18-24,45 days,Website,0.12,"$11,407.00",3.85,New York,German,250,3098,8,Tech Enthusiasts,2021-05-20
191766,DataTech Solutions,Display,Men 18-24,60 days,Facebook,0.03,"$18,877.00",5.49,Houston,Spanish,682,6508,1,Outdoor Adventurers,2021-05-21
191767,Alpha Innovations,Email,Men 18-24,30 days,Website,0.1,"$19,494.00",2.46,Chicago,German,688,5395,4,Outdoor Adventurers,2021-05-22
191768,Alpha Innovations,Social Media,Women 35-44,60 days,Website,0.12,"$18,861.00",7.33,Miami,English,982,4950,6,Tech Enthusiasts,2021-05-23
191769,TechCorp,Display,All Ages,60 days,Website,0.14,"$15,310.00",2.94,Miami,Mandarin,618,7861,10,Tech Enthusiasts,2021-05-24
191770,Innovate Industries,Search,Men 18-24,30 days,Google Ads,0.03,"$9,493.00",4.01,Miami,Mandarin,994,6056,8,Foodies,2021-05-25
191771,Alpha Innovations,Display,Women 25-34,30 days,Instagram,0.09,"$16,942.00",7.62,Miami,English,502,7306,8,Foodies,2021-05-26
191772,TechCorp,Email,All Ages,15 days,Website,0.04,"$11,661.00",2.94,Houston,Spanish,793,6032,10,Tech Enthusiasts,2021-05-27
191773,TechCorp,Search,Women 25-34,45 days,Facebook,0.08,"$15,285.00",4.21,Los Angeles,German,609,9305,10,Fashionistas,2021-05-28
191774,Alpha Innovations,Search,Men 25-34,30 days,Google Ads,0.06,"$6,470.00",6.64,Los Angeles,Mandarin,831,6843,9,Foodies,2021-05-29
191775,Innovate Industries,Display,Men 25-34,30 days,Website,0.05,"$6,178.00",7.19,Miami,German,399,1096,8,Foodies,2021-05-30
191776,Alpha Innovations,Influencer,All Ages,60 days,Facebook,0.09,"$11,380.00",2.01,Los Angeles,English,710,8036,3,Foodies,2021-05-31
191777,Alpha Innovations,Email,Women 25-34,15 days,Facebook,0.03,"$13,225.00",6.36,Chicago,English,653,8980,7,Fashionistas,2021-06-01
191778,NexGen Systems,Social Media,Men 18-24,30 days,Email,0.14,"$13,056.00",7.42,New York,English,522,7053,10,Health & Wellness,2021-06-02
191779,NexGen Systems,Display,Women 35-44,15 days,Google Ads,0.12,"$16,190.00",7.84,New York,German,876,1979,3,Outdoor Adventurers,2021-06-03
191780,Alpha Innovations,Search,Women 25-34,60 days,Facebook,0.09,"$16,495.00",4.32,Los Angeles,German,944,9106,7,Fashionistas,2021-06-04
191781,Alpha Innovations,Email,Men 25-34,15 days,Email,0.12,"$16,642.00",6.03,Los Angeles,Mandarin,552,5633,6,Fashionistas,2021-06-05
191782,Innovate Industries,Email,All Ages,60 days,Facebook,0.07,"$18,441.00",2.1,New York,French,199,9861,10,Fashionistas,2021-06-06
191783,Alpha Innovations,Social Media,Men 18-24,30 days,YouTube,0.03,"$9,664.00",2.52,Miami,French,529,8156,10,Fashionistas,2021-06-07
191784,DataTech Solutions,Social Media,All Ages,30 days,Google Ads,0.07,"$16,366.00",7.59,Los Angeles,English,588,8752,1,Tech Enthusiasts,2021-06-08
191785,DataTech Solutions,Email,Men 18-24,30 days,Email,0.07,"$10,888.00",6.5,Miami,English,874,2515,8,Tech Enthusiasts,2021-06-09
191786,DataTech Solutions,Search,Women 35-44,60 days,Instagram,0.06,"$6,984.00",7.32,Chicago,English,931,5500,3,Tech Enthusiasts,2021-06-10
191787,Innovate Industries,Social Media,Women 25-34,30 days,Email,0.03,"$5,508.00",2.24,Los Angeles,English,268,6368,3,Fashionistas,2021-06-11
191788,NexGen Systems,Display,Women 35-44,15 days,YouTube,0.13,"$15,029.00",6.07,Houston,French,328,4526,10,Health & Wellness,2021-06-12
191789,DataTech Solutions,Influencer,All Ages,60 days,Email,0.04,"$13,333.00",4.24,New York,German,646,6833,7,Fashionistas,2021-06-13
191790,TechCorp,Search,All Ages,30 days,YouTube,0.11,"$18,738.00",6.48,Los Angeles,German,869,2090,7,Health & Wellness,2021-06-14
191791,TechCorp,Display,Men 18-24,30 days,Email,0.07,"$19,433.00",7.24,Los Angeles,English,796,6661,2,Fashionistas,2021-06-15
191792,Alpha Innovations,Display,Men 25-34,15 days,Google Ads,0.07,"$13,964.00",4.93,Houston,Mandarin,124,9977,3,Foodies,2021-06-16
191793,DataTech Solutions,Social Media,All Ages,30 days,Instagram,0.05,"$5,027.00",5.76,Los Angeles,Mandarin,839,8587,7,Foodies,2021-06-17
191794,Alpha Innovations,Search,Men 18-24,15 days,Instagram,0.01,"$17,868.00",5.2,Houston,Mandarin,269,3134,1,Tech Enthusiasts,2021-06-18
191795,TechCorp,Social Media,Men 18-24,15 days,Google Ads,0.03,"$13,961.00",3.69,Chicago,German,258,6623,4,Tech Enthusiasts,2021-06-19
191796,DataTech Solutions,Social Media,Men 25-34,45 days,Website,0.11,"$6,690.00",7.12,Houston,German,533,5651,1,Foodies,2021-06-20
191797,DataTech Solutions,Email,Men 18-24,60 days,Google Ads,0.13,"$8,399.00",3.83,Houston,Mandarin,153,3905,7,Outdoor Adventurers,2021-06-21
191798,DataTech Solutions,Email,All Ages,45 days,Website,0.09,"$11,163.00",4.82,Chicago,French,326,7549,2,Foodies,2021-06-22
191799,TechCorp,Social Media,All Ages,15 days,Website,0.08,"$17,061.00",6.35,New York,French,654,3655,2,Tech Enthusiasts,2021-06-23
191800,Alpha Innovations,Search,Men 18-24,60 days,Email,0.04,"$7,988.00",3.18,Chicago,English,137,5883,3,Fashionistas,2021-06-24
191801,TechCorp,Social Media,Women 25-34,60 days,Instagram,0.08,"$12,414.00",6.06,New York,German,629,5897,10,Fashionistas,2021-06-25
191802,NexGen Systems,Display,Women 25-34,30 days,Email,0.08,"$17,644.00",5.27,New York,Mandarin,974,1042,5,Health & Wellness,2021-06-26
191803,TechCorp,Social Media,Women 25-34,30 days,YouTube,0.06,"$16,725.00",3.33,New York,French,450,6092,2,Fashionistas,2021-06-27
191804,TechCorp,Email,Women 35-44,30 days,Email,0.08,"$16,917.00",2.2,Chicago,German,245,3071,10,Health & Wellness,2021-06-28
191805,TechCorp,Email,Women 25-34,15 days,Website,0.02,"$7,442.00",4.43,Chicago,Mandarin,743,8506,9,Outdoor Adventurers,2021-06-29
191806,TechCorp,Influencer,Men 25-34,60 days,YouTube,0.01,"$14,114.00",6.05,Los Angeles,French,584,6758,2,Tech Enthusiasts,2021-06-30
191807,DataTech Solutions,Influencer,Men 25-34,15 days,Instagram,0.05,"$17,479.00",4.9,New York,French,463,4886,2,Outdoor Adventurers,2021-07-01
191808,TechCorp,Display,Men 25-34,45 days,Instagram,0.07,"$8,898.00",2.44,Miami,French,568,5691,3,Fashionistas,2021-07-02
191809,Alpha Innovations,Social Media,Men 25-34,30 days,Facebook,0.02,"$8,261.00",2.33,Chicago,Spanish,902,4662,7,Health & Wellness,2021-07-03
191810,NexGen Systems,Email,Men 25-34,15 days,Google Ads,0.12,"$7,260.00",7.26,Los Angeles,Mandarin,707,7541,6,Foodies,2021-07-04
191811,TechCorp,Influencer,Men 18-24,60 days,Website,0.14,"$8,458.00",4.99,New York,Mandarin,599,1281,3,Outdoor Adventurers,2021-07-05
191812,Innovate Industries,Social Media,Men 25-34,45 days,YouTube,0.06,"$8,525.00",2.55,Los Angeles,Mandarin,812,6593,10,Outdoor Adventurers,2021-07-06
191813,NexGen Systems,Influencer,Men 18-24,30 days,Facebook,0.05,"$17,828.00",6.4,Chicago,German,726,2255,5,Health & Wellness,2021-07-07
191814,Innovate Industries,Display,All Ages,15 days,YouTube,0.03,"$13,964.00",4.63,Chicago,Mandarin,608,4129,4,Health & Wellness,2021-07-08
191815,TechCorp,Email,Women 35-44,30 days,YouTube,0.08,"$19,947.00",2.94,Houston,Mandarin,262,4862,4,Foodies,2021-07-09
191816,DataTech Solutions,Search,Women 35-44,45 days,Facebook,0.04,"$5,676.00",3.82,Los Angeles,English,456,5558,9,Fashionistas,2021-07-10
191817,Alpha Innovations,Social Media,Women 35-44,45 days,Email,0.15,"$15,514.00",3.27,New York,French,883,4569,3,Health & Wellness,2021-07-11
191818,NexGen Systems,Social Media,Men 25-34,45 days,Facebook,0.13,"$14,734.00",3.41,Chicago,Spanish,983,3350,10,Fashionistas,2021-07-12
191819,NexGen Systems,Email,Women 35-44,60 days,Website,0.06,"$13,983.00",2.42,Miami,English,761,7001,7,Foodies,2021-07-13
191820,Innovate Industries,Email,Women 25-34,15 days,Instagram,0.11,"$7,621.00",3.32,Los Angeles,French,535,4896,5,Foodies,2021-07-14
191821,NexGen Systems,Display,All Ages,60 days,Google Ads,0.14,"$14,997.00",7.46,New York,Mandarin,638,5303,4,Health & Wellness,2021-07-15
191822,Innovate Industries,Email,Men 25-34,60 days,Facebook,0.04,"$13,825.00",7.28,Miami,Mandarin,441,3976,4,Foodies,2021-07-16
191823,DataTech Solutions,Display,Women 25-34,30 days,Facebook,0.11,"$15,911.00",2.88,Miami,Spanish,869,1755,3,Fashionistas,2021-07-17
191824,TechCorp,Search,Women 25-34,45 days,Facebook,0.09,"$10,524.00",7.09,Houston,Spanish,410,8645,4,Fashionistas,2021-07-18
191825,NexGen Systems,Display,Men 25-34,30 days,Website,0.09,"$9,456.00",5.6,Miami,Spanish,270,9194,9,Outdoor Adventurers,2021-07-19
191826,Innovate Industries,Email,Men 18-24,15 days,Facebook,0.05,"$5,317.00",4.9,Los Angeles,German,388,4334,7,Outdoor Adventurers,2021-07-20
191827,Alpha Innovations,Email,Women 25-34,15 days,Email,0.02,"$13,985.00",3.47,New York,French,371,5907,8,Tech Enthusiasts,2021-07-21
191828,NexGen Systems,Email,Women 25-34,15 days,Website,0.1,"$11,979.00",6.65,Los Angeles,German,574,1265,3,Outdoor Adventurers,2021-07-22
191829,DataTech Solutions,Influencer,Men 25-34,60 days,Instagram,0.14,"$17,838.00",5.48,Chicago,Mandarin,746,7180,7,Tech Enthusiasts,2021-07-23
191830,NexGen Systems,Influencer,Men 18-24,45 days,Email,0.03,"$9,264.00",4.14,Chicago,English,518,3811,7,Health & Wellness,2021-07-24
191831,TechCorp,Search,Men 25-34,30 days,Facebook,0.02,"$10,421.00",2.2,Miami,English,351,8878,3,Tech Enthusiasts,2021-07-25
191832,Innovate Industries,Social Media,Women 25-34,15 days,Instagram,0.09,"$8,125.00",3.16,Los Angeles,Mandarin,576,8663,9,Outdoor Adventurers,2021-07-26
191833,DataTech Solutions,Influencer,Women 35-44,30 days,Facebook,0.05,"$19,476.00",6.26,Los Angeles,German,695,5838,10,Health & Wellness,2021-07-27
191834,DataTech Solutions,Email,All Ages,45 days,Email,0.06,"$19,974.00",7.04,Chicago,Spanish,450,1921,7,Outdoor Adventurers,2021-07-28
191835,NexGen Systems,Email,Men 25-34,15 days,Instagram,0.1,"$12,565.00",5.63,Miami,Spanish,561,6645,1,Outdoor Adventurers,2021-07-29
191836,NexGen Systems,Display,Men 18-24,15 days,Instagram,0.04,"$13,095.00",2.7,Miami,English,128,7761,5,Health & Wellness,2021-07-30
191837,TechCorp,Search,Men 18-24,30 days,Website,0.04,"$15,227.00",3.11,Chicago,Mandarin,422,1561,7,Fashionistas,2021-07-31
191838,NexGen Systems,Display,Men 18-24,15 days,Instagram,0.07,"$8,062.00",5.37,New York,Spanish,288,5100,10,Fashionistas,2021-08-01
191839,NexGen Systems,Email,Women 35-44,45 days,YouTube,0.07,"$13,109.00",4.09,Houston,Spanish,478,6072,2,Outdoor Adventurers,2021-08-02
191840,NexGen Systems,Display,Men 18-24,60 days,Website,0.13,"$19,590.00",5.82,Miami,English,786,7434,7,Tech Enthusiasts,2021-08-03
191841,DataTech Solutions,Search,Men 18-24,60 days,Instagram,0.12,"$18,998.00",3.3,Houston,Mandarin,528,5722,9,Foodies,2021-08-04
191842,DataTech Solutions,Email,Men 18-24,45 days,Email,0.07,"$7,884.00",6.53,Chicago,English,421,4248,6,Fashionistas,2021-08-05
191843,NexGen Systems,Display,Women 25-34,15 days,YouTube,0.08,"$17,108.00",7.7,Miami,Mandarin,112,7607,3,Foodies,2021-08-06
191844,TechCorp,Social Media,All Ages,30 days,Website,0.06,"$10,360.00",4.74,Chicago,German,543,9555,6,Tech Enthusiasts,2021-08-07
191845,DataTech Solutions,Email,All Ages,30 days,Facebook,0.13,"$13,582.00",6.06,New York,English,230,2849,3,Health & Wellness,2021-08-08
191846,NexGen Systems,Search,Women 35-44,30 days,YouTube,0.15,"$8,565.00",7.48,Miami,French,862,4078,4,Fashionistas,2021-08-09
191847,NexGen Systems,Email,Women 25-34,45 days,Email,0.13,"$16,499.00",2.35,Los Angeles,Mandarin,297,8570,8,Fashionistas,2021-08-10
191848,Innovate Industries,Display,Men 18-24,60 days,Email,0.02,"$18,895.00",6.76,Miami,English,722,7287,9,Outdoor Adventurers,2021-08-11
191849,NexGen Systems,Social Media,Men 25-34,15 days,Website,0.09,"$5,508.00",8.0,New York,Spanish,510,7754,2,Outdoor Adventurers,2021-08-12
191850,DataTech Solutions,Social Media,Men 18-24,45 days,Website,0.12,"$17,720.00",5.41,Chicago,English,304,3687,2,Tech Enthusiasts,2021-08-13
191851,DataTech Solutions,Email,Men 25-34,45 days,Google Ads,0.12,"$10,388.00",3.25,Los Angeles,German,586,9212,5,Tech Enthusiasts,2021-08-14
191852,DataTech Solutions,Email,Women 25-34,60 days,Email,0.13,"$16,890.00",4.26,Chicago,Mandarin,950,6105,9,Fashionistas,2021-08-15
191853,NexGen Systems,Social Media,Men 18-24,60 days,YouTube,0.11,"$15,458.00",7.77,Los Angeles,German,335,5285,9,Fashionistas,2021-08-16
191854,TechCorp,Search,All Ages,15 days,Google Ads,0.14,"$9,489.00",4.91,Chicago,German,627,4433,8,Health & Wellness,2021-08-17
191855,NexGen Systems,Email,Women 35-44,15 days,YouTube,0.02,"$18,136.00",5.46,New York,English,238,8962,10,Fashionistas,2021-08-18
191856,NexGen Systems,Display,Men 25-34,60 days,Google Ads,0.08,"$8,335.00",3.9,Houston,English,413,1449,6,Foodies,2021-08-19
191857,DataTech Solutions,Influencer,Women 35-44,60 days,YouTube,0.04,"$12,406.00",6.23,Miami,English,805,1190,4,Tech Enthusiasts,2021-08-20
191858,TechCorp,Search,Women 35-44,15 days,YouTube,0.02,"$13,159.00",4.41,Miami,English,252,7694,4,Fashionistas,2021-08-21
191859,NexGen Systems,Search,Men 18-24,30 days,Website,0.07,"$15,541.00",2.75,Houston,Mandarin,620,2307,9,Foodies,2021-08-22
191860,Innovate Industries,Display,All Ages,15 days,Website,0.09,"$7,993.00",2.59,New York,English,181,9408,3,Tech Enthusiasts,2021-08-23
191861,DataTech Solutions,Influencer,Women 35-44,15 days,Instagram,0.14,"$8,828.00",2.02,Miami,English,313,4005,8,Foodies,2021-08-24
191862,Innovate Industries,Influencer,Men 18-24,45 days,Google Ads,0.02,"$10,821.00",6.16,Los Angeles,Mandarin,982,3258,3,Health & Wellness,2021-08-25
191863,NexGen Systems,Display,Men 18-24,60 days,Email,0.04,"$9,794.00",6.29,Los Angeles,Spanish,468,9482,6,Health & Wellness,2021-08-26
191864,Innovate Industries,Email,Men 25-34,30 days,Google Ads,0.05,"$17,664.00",7.42,Chicago,Mandarin,529,1992,9,Foodies,2021-08-27
191865,Alpha Innovations,Influencer,Men 25-34,15 days,Facebook,0.03,"$9,217.00",4.53,Miami,Mandarin,326,7238,3,Outdoor Adventurers,2021-08-28
191866,TechCorp,Social Media,All Ages,45 days,Google Ads,0.13,"$10,757.00",3.07,Miami,French,739,8923,7,Outdoor Adventurers,2021-08-29
191867,Innovate Industries,Search,All Ages,15 days,YouTube,0.1,"$11,422.00",6.69,Los Angeles,English,241,3690,6,Tech Enthusiasts,2021-08-30
191868,TechCorp,Display,Men 18-24,15 days,Website,0.04,"$12,487.00",5.79,Miami,French,856,8573,10,Fashionistas,2021-08-31
191869,DataTech Solutions,Social Media,All Ages,30 days,Website,0.1,"$13,200.00",4.75,Chicago,German,359,4027,6,Health & Wellness,2021-09-01
191870,DataTech Solutions,Social Media,All Ages,30 days,Facebook,0.06,"$19,159.00",7.68,Houston,Mandarin,649,2456,3,Fashionistas,2021-09-02
191871,NexGen Systems,Influencer,Women 35-44,30 days,Instagram,0.03,"$7,972.00",5.53,Chicago,Mandarin,448,8520,9,Tech Enthusiasts,2021-09-03
191872,TechCorp,Search,Men 25-34,30 days,YouTube,0.06,"$19,405.00",5.42,Houston,German,928,5813,10,Fashionistas,2021-09-04
191873,Alpha Innovations,Social Media,All Ages,45 days,Website,0.06,"$10,753.00",5.92,Miami,French,832,2898,10,Tech Enthusiasts,2021-09-05
191874,TechCorp,Influencer,All Ages,30 days,Instagram,0.03,"$10,859.00",7.85,Houston,French,281,5808,10,Foodies,2021-09-06
191875,TechCorp,Social Media,Men 18-24,60 days,YouTube,0.12,"$12,734.00",7.25,Chicago,Spanish,480,5347,4,Health & Wellness,2021-09-07
191876,DataTech Solutions,Influencer,Men 18-24,45 days,YouTube,0.1,"$7,826.00",6.8,Los Angeles,Spanish,214,6886,4,Tech Enthusiasts,2021-09-08
191877,Alpha Innovations,Email,Women 25-34,15 days,YouTube,0.11,"$13,082.00",3.62,Chicago,Mandarin,721,7328,10,Fashionistas,2021-09-09
191878,Innovate Industries,Search,Women 25-34,60 days,YouTube,0.11,"$16,994.00",3.5,New York,English,889,4154,2,Tech Enthusiasts,2021-09-10
191879,Alpha Innovations,Social Media,Women 35-44,30 days,Website,0.11,"$12,807.00",5.55,Chicago,English,508,2536,9,Fashionistas,2021-09-11
191880,TechCorp,Social Media,Men 18-24,30 days,Email,0.05,"$16,319.00",5.31,Houston,French,577,9838,1,Fashionistas,2021-09-12
191881,DataTech Solutions,Search,Women 35-44,45 days,Instagram,0.06,"$8,755.00",4.18,Houston,Spanish,308,4740,2,Outdoor Adventurers,2021-09-13
191882,Alpha Innovations,Influencer,Men 18-24,45 days,YouTube,0.13,"$7,440.00",5.89,Chicago,German,472,1529,9,Outdoor Adventurers,2021-09-14
191883,DataTech Solutions,Display,Women 25-34,30 days,Website,0.07,"$11,718.00",7.07,Los Angeles,English,231,7921,7,Tech Enthusiasts,2021-09-15
191884,DataTech Solutions,Email,Women 35-44,30 days,Google Ads,0.11,"$16,256.00",4.03,Houston,French,454,9906,1,Tech Enthusiasts,2021-09-16
191885,TechCorp,Email,Men 18-24,45 days,Email,0.09,"$8,670.00",3.01,New York,German,219,7934,3,Foodies,2021-09-17
191886,TechCorp,Search,Women 25-34,45 days,YouTube,0.1,"$16,984.00",4.49,Los Angeles,Spanish,283,9952,1,Tech Enthusiasts,2021-09-18
191887,NexGen Systems,Search,Women 25-34,30 days,Instagram,0.12,"$14,342.00",7.92,Miami,French,518,7000,9,Outdoor Adventurers,2021-09-19
191888,Alpha Innovations,Display,Men 18-24,30 days,Website,0.11,"$9,339.00",6.23,Chicago,Spanish,676,8410,3,Tech Enthusiasts,2021-09-20
191889,DataTech Solutions,Display,Men 25-34,15 days,Google Ads,0.11,"$10,944.00",5.81,Houston,French,204,9436,6,Fashionistas,2021-09-21
191890,Alpha Innovations,Search,Women 25-34,45 days,Google Ads,0.08,"$7,188.00",7.67,Los Angeles,Spanish,344,9723,9,Foodies,2021-09-22
191891,TechCorp,Social Media,Men 25-34,15 days,Website,0.11,"$11,149.00",6.23,Los Angeles,Spanish,423,3782,6,Foodies,2021-09-23
191892,Innovate Industries,Display,Men 18-24,60 days,Facebook,0.03,"$15,469.00",2.86,Los Angeles,English,669,4873,4,Health & Wellness,2021-09-24
191893,Innovate Industries,Display,Women 25-34,15 days,Instagram,0.13,"$8,313.00",6.21,Los Angeles,Spanish,863,3940,9,Tech Enthusiasts,2021-09-25
191894,Innovate Industries,Email,Women 25-34,45 days,Email,0.1,"$19,696.00",4.28,Chicago,French,826,5261,10,Fashionistas,2021-09-26
191895,Alpha Innovations,Social Media,Women 35-44,30 days,YouTube,0.03,"$13,046.00",7.61,Los Angeles,Mandarin,138,8159,7,Health & Wellness,2021-09-27
191896,NexGen Systems,Display,Men 25-34,30 days,Instagram,0.01,"$6,844.00",6.36,Miami,Mandarin,619,2742,9,Tech Enthusiasts,2021-09-28
191897,Innovate Industries,Display,Women 25-34,30 days,Instagram,0.15,"$13,489.00",7.22,Houston,Spanish,385,3482,5,Outdoor Adventurers,2021-09-29
191898,TechCorp,Email,Women 25-34,60 days,Facebook,0.15,"$10,616.00",2.31,Los Angeles,Spanish,701,2500,7,Outdoor Adventurers,2021-09-30
191899,Innovate Industries,Email,Men 25-34,60 days,Facebook,0.08,"$16,672.00",6.98,Los Angeles,Spanish,662,4574,5,Outdoor Adventurers,2021-10-01
191900,Innovate Industries,Search,Men 18-24,30 days,Instagram,0.04,"$7,596.00",3.91,New York,German,661,3005,9,Fashionistas,2021-10-02
191901,NexGen Systems,Social Media,All Ages,15 days,Facebook,0.01,"$19,132.00",4.3,Miami,Spanish,388,1332,8,Fashionistas,2021-10-03
191902,DataTech Solutions,Search,Men 18-24,30 days,Google Ads,0.06,"$19,404.00",3.68,Miami,French,166,5250,10,Foodies,2021-10-04
191903,NexGen Systems,Social Media,All Ages,30 days,Instagram,0.09,"$15,925.00",4.86,Los Angeles,English,649,7167,8,Foodies,2021-10-05
191904,TechCorp,Social Media,All Ages,30 days,Instagram,0.1,"$15,443.00",4.17,Miami,Mandarin,605,6513,10,Fashionistas,2021-10-06
191905,Alpha Innovations,Social Media,Men 25-34,60 days,Email,0.09,"$17,966.00",6.03,New York,French,205,7076,1,Health & Wellness,2021-10-07
191906,NexGen Systems,Display,Men 18-24,45 days,Instagram,0.03,"$9,427.00",2.06,Houston,German,688,5194,8,Outdoor Adventurers,2021-10-08
191907,TechCorp,Influencer,Men 18-24,60 days,Website,0.05,"$5,766.00",6.15,New York,German,169,4313,9,Foodies,2021-10-09
191908,Innovate Industries,Search,Women 25-34,60 days,YouTube,0.07,"$14,340.00",5.67,Miami,Mandarin,916,1477,6,Health & Wellness,2021-10-10
191909,Alpha Innovations,Search,All Ages,45 days,Facebook,0.14,"$11,374.00",5.13,Miami,German,421,3902,4,Tech Enthusiasts,2021-10-11
191910,Alpha Innovations,Display,Women 25-34,30 days,Google Ads,0.11,"$16,081.00",3.34,Miami,German,380,5495,8,Fashionistas,2021-10-12
191911,Innovate Industries,Social Media,All Ages,60 days,YouTube,0.02,"$8,135.00",6.9,Miami,German,138,1695,6,Health & Wellness,2021-10-13
191912,TechCorp,Email,Men 18-24,60 days,YouTube,0.04,"$17,453.00",7.17,Miami,Mandarin,580,4848,7,Outdoor Adventurers,2021-10-14
191913,TechCorp,Search,Women 25-34,30 days,Google Ads,0.12,"$6,826.00",4.49,Los Angeles,German,452,9643,2,Health & Wellness,2021-10-15
191914,TechCorp,Influencer,Women 35-44,45 days,Website,0.04,"$6,774.00",5.21,Chicago,Mandarin,281,8266,2,Fashionistas,2021-10-16
191915,Innovate Industries,Influencer,Women 35-44,15 days,Google Ads,0.06,"$13,464.00",7.52,Houston,Mandarin,262,1900,4,Fashionistas,2021-10-17
191916,NexGen Systems,Search,Men 25-34,60 days,Website,0.11,"$6,257.00",2.28,Miami,French,921,8591,1,Tech Enthusiasts,2021-10-18
191917,DataTech Solutions,Influencer,All Ages,60 days,Website,0.13,"$5,879.00",2.11,New York,English,721,7821,1,Tech Enthusiasts,2021-10-19
191918,TechCorp,Email,All Ages,30 days,YouTube,0.09,"$12,250.00",4.86,Los Angeles,Spanish,182,7634,9,Tech Enthusiasts,2021-10-20
191919,Innovate Industries,Influencer,Men 25-34,30 days,Instagram,0.07,"$13,718.00",2.98,Houston,English,688,6941,1,Tech Enthusiasts,2021-10-21
191920,TechCorp,Influencer,Women 35-44,30 days,Facebook,0.07,"$14,360.00",2.54,Houston,Mandarin,437,4305,2,Fashionistas,2021-10-22
191921,DataTech Solutions,Social Media,All Ages,60 days,Instagram,0.07,"$7,523.00",2.75,New York,Spanish,919,1763,6,Fashionistas,2021-10-23
191922,NexGen Systems,Social Media,Men 18-24,45 days,Facebook,0.03,"$11,454.00",6.61,Houston,Spanish,274,2222,4,Fashionistas,2021-10-24
191923,Innovate Industries,Social Media,Men 25-34,30 days,Facebook,0.05,"$18,684.00",2.71,Houston,Mandarin,811,7567,10,Tech Enthusiasts,2021-10-25
191924,DataTech Solutions,Email,Men 18-24,30 days,Website,0.07,"$11,016.00",7.11,New York,German,473,3160,10,Fashionistas,2021-10-26
191925,DataTech Solutions,Display,All Ages,45 days,Website,0.04,"$14,703.00",4.63,Miami,German,696,7106,4,Outdoor Adventurers,2021-10-27
191926,NexGen Systems,Search,Women 35-44,60 days,Instagram,0.12,"$17,357.00",6.41,New York,English,767,2546,9,Foodies,2021-10-28
191927,Innovate Industries,Influencer,Women 25-34,15 days,Email,0.03,"$19,270.00",5.42,New York,Spanish,554,2683,9,Foodies,2021-10-29
191928,NexGen Systems,Email,Men 25-34,45 days,Google Ads,0.11,"$6,502.00",2.18,Houston,Mandarin,914,8586,10,Tech Enthusiasts,2021-10-30
191929,TechCorp,Influencer,All Ages,15 days,Google Ads,0.13,"$17,533.00",4.13,Los Angeles,Mandarin,378,2527,5,Foodies,2021-10-31
191930,NexGen Systems,Social Media,Men 18-24,30 days,Google Ads,0.13,"$13,452.00",7.89,New York,Mandarin,451,5570,8,Tech Enthusiasts,2021-11-01
191931,Alpha Innovations,Email,Women 35-44,30 days,Website,0.12,"$6,539.00",6.01,Chicago,Mandarin,333,5843,5,Fashionistas,2021-11-02
191932,TechCorp,Email,Women 25-34,45 days,Email,0.14,"$19,112.00",3.57,Miami,Spanish,811,1349,9,Outdoor Adventurers,2021-11-03
191933,NexGen Systems,Email,Men 25-34,60 days,Google Ads,0.14,"$12,477.00",6.73,Los Angeles,English,266,9130,10,Foodies,2021-11-04
191934,DataTech Solutions,Search,Women 25-34,60 days,YouTube,0.07,"$6,356.00",6.14,Los Angeles,Spanish,820,8044,5,Foodies,2021-11-05
191935,DataTech Solutions,Email,All Ages,15 days,Google Ads,0.04,"$11,594.00",6.57,Houston,German,121,5493,7,Health & Wellness,2021-11-06
191936,TechCorp,Email,Women 35-44,30 days,Facebook,0.14,"$16,441.00",4.83,Miami,French,879,6385,10,Tech Enthusiasts,2021-11-07
191937,TechCorp,Display,Women 35-44,30 days,Instagram,0.14,"$10,977.00",2.18,Los Angeles,French,771,3640,6,Tech Enthusiasts,2021-11-08
191938,NexGen Systems,Email,Women 25-34,15 days,Facebook,0.05,"$7,374.00",3.68,New York,Mandarin,823,8853,6,Foodies,2021-11-09
191939,NexGen Systems,Display,All Ages,30 days,Website,0.13,"$9,853.00",7.81,New York,Spanish,471,5795,8,Tech Enthusiasts,2021-11-10
191940,TechCorp,Display,Women 35-44,15 days,Facebook,0.14,"$7,324.00",3.97,New York,English,291,2682,2,Fashionistas,2021-11-11
191941,TechCorp,Search,All Ages,15 days,Facebook,0.05,"$17,286.00",4.15,Los Angeles,English,396,9140,1,Health & Wellness,2021-11-12
191942,NexGen Systems,Display,Men 18-24,15 days,YouTube,0.05,"$19,560.00",7.04,Chicago,German,780,2068,8,Foodies,2021-11-13
191943,Alpha Innovations,Display,All Ages,60 days,Facebook,0.13,"$15,832.00",6.03,Los Angeles,English,518,2404,9,Foodies,2021-11-14
